ID,Isconfidential,ProjectName,Street,City,State,Zipcode,Country,LEEDSystemVersionDisplayName,PointsAchieved,CertLevel,CertDate,IsCertified,OwnerTypes,GrossFloorArea,UnitOfMeasurement,TotalPropArea,ProjectTypes,OwnerOrganization,RegistrationDate
1000034456,No,Cittadella della Accoglienza,Via Ardaro 20/a,Riva Del Garda,TN,38066,IT,LEED Italia NC 2009,76,Gold,09/02/2024 00:00,Yes,"Government Use: Local, City",70395.2,Sq ft,0,Healthcare: Nursing Home/ Assisted Living,APSP CittÓ Di Riva Del Garda,31/07/2013 00:00
1000035933,No,New York State Insurance Fund,199 Church Street,New York,NY,10007,US,LEED-NC v2009,50,Silver,02/12/2024 00:00,Yes,Government Use: State,314285,Sq ft,24940,Office: Government,New York State Insurance Fund,01/10/2013 00:00
1000036749,No,Ziraat Bank Tower 2,Istanbul Finans Merkezi,Istanbul,Istanbul,34750,TR,LEED-NC v2009,81,Platinum,10/10/2024 00:00,Yes,Corporate: Publicly Traded,897653,Sq ft,0,Office: Administrative/Professional,Ziraat Bank,03/11/2013 00:00
1000036792,No,Idlewild Nature Center,222-02 149th Avenue,Queens,NY,11413,US,LEED-NC v2009,52,Silver,21/03/2024 00:00,Yes,"Government Use: Other (utility, air",4923,Sq ft,55689,Core Learning Space: Other classroom education,NYC Department Of Parks & Recreation,05/11/2013 00:00
1000041700,No,CLC GMP1-GMP2,19351 W. Washington St.,Grayslake,IL,60030,US,LEED-NC v2009,57,Silver,01/08/2024 00:00,Yes,"Educational: Community College, Pub",229281,Sq ft,146738,Core Learning Space: College/University,College Of Lake County,25/04/2014 00:00
1000045301,No,Elizabeth House III,1315 Apple Avenue,Silver Spring,MD,20910,US,LEED-NC v2009,61,Gold,11/07/2024 00:00,Yes,Community Development Corporation o,216210,Sq ft,24037,Multi-Family Residential: Apartment,HOC Of Montgomery County & Affiliates,21/07/2014 00:00
1000045559,No,NZP Bird House Facility Renewal,3001 Connecticut Ave NW,Washington,DC,20008,US,LEED-NC v2009,62,Gold,21/02/2024 00:00,Yes,Government Use: Federal,30655,Sq ft,122701,Public Assembly: Other Assembly,Smithsonian Institution,01/08/2014 00:00
1000051846,No,Glenn County Courthouse,526 West Sycamore Street,Willows,CA,95688,US,LEED-NC v2009,60,Gold,22/05/2024 00:00,Yes,Government Use: State,56146,Sq ft,40600,Office: Government,OFFICE OF COURT CONSTRUCTION AND MANAGEM,04/11/2014 00:00
1000052319,Yes,Confidential,Confidential,Confidential,TX,Confidential,US,LEED-NC v2009,54,Silver,26/01/2024 00:00,Yes,Confidential,606858.11,Sq ft,45340.84,Confidential,Confidential,18/11/2014 00:00
1000052529,No,UPJ Engineering - Science Building Reno,450 Schoolhouse Road,Johnstown,PA,15904,US,LEED-NC v2009,40,Certified,12/06/2024 00:00,Yes,"Educational: College, Public",65245,Sq ft,40841,Core Learning Space: College/University,University Of Pittsburgh,24/11/2014 00:00
1000052631,No,Holiday Inn and Suites,3659 Rock Creek Blvd,Joilet,IL,60431,US,LEED-NC v2009,54,Silver,16/01/2024 00:00,Yes,Corporate: Privately Held,109983,Sq ft,311194,"Lodging: Hotel/Motel/Resort, Full Service","Joilet Hotels, LLC",26/11/2014 00:00
1000053613,No,River Landing Residences,1400 NW North River Drive,Miami,FL,33125,US,LEED-NC v2009,50,Silver,29/03/2024 00:00,Yes,Corporate: Privately Held,1026486,Sq ft,177872,Multi-Family Residential: Apartment,"River Landing Development, LLC",12/01/2015 00:00
1000054064,No,"Shasta County, New Redding Courthouse",1515 Court Street,Redding,CA,96001,US,LEED-NC v2009,60,Gold,19/08/2024 00:00,Yes,Government Use: State,157469,Sq ft,109500,Other,Judicial Council of California,24/01/2015 00:00
1000055676,No,VA Stockton CUP,6505 S Manthey Rd.,French Camp,CA,95231,US,LEED-NC v2009,54,Silver,09/07/2024 00:00,Yes,,9004,Sq ft,49895,Service: Other Service, ,06/03/2015 00:00
1000055677,No,VA Stockton CBOC,6505 S Manthey Rd,French Camp,CA,95231,US,LEED-NC v2009,67,Gold,09/07/2024 00:00,Yes,,151252,Sq ft,691972,Healthcare: Clinic/Other Outpatient, ,06/03/2015 00:00
1000056941,No,CALVERT VAUX PARK COMFORT STATION,"CALVERT VAUX PARK, 2000 SHORE PARKWAY",BROOKLYN,NY,11214,US,LEED-NC v2009,53,Silver,15/07/2024 00:00,Yes,"Government Use: Local, City",3315,Sq ft,10630,Public Order and Safety: Other Public Order,NYC DEPARTMENT OF PARKS AND RECREATION,16/04/2015 00:00
1000057425,No,Loudoun County Juvenile Detention Center,not yet assigned,Leesburg,VA,20175,US,LEED-NC v2009,61,Gold,02/05/2024 00:00,Yes,"Government Use: Local, County",35700,Sq ft,287617,Other,Loudoun County Government,01/05/2015 00:00
1000058836,Yes,Confidential,Confidential,Confidential,AE,Confidential,AE,LEED-NC v2009,46,Certified,12/02/2024 00:00,Yes,Confidential,2909713,Sq ft,1866440.53,Confidential,Confidential,15/06/2015 00:00
1000059705,No,GM Design Center,30200 Mound Road,Warren,MI,48909,US,LEED-NC v2009,41,Certified,02/05/2024 00:00,Yes,Corporate: Publicly Traded,360000,Sq ft,471000,Office: Administrative/Professional,General Motors LLC,09/07/2015 00:00
1000061064,No,Sai Kung Hotel,"DD221, Wai Man Road, Sai Kung, N.T.",Hong Kong,NT,00850,HK,LEED-NC v2009,61,Gold,28/02/2024 00:00,Yes,Investor: Investment Manager,193106,Sq ft,193106.16,"Lodging: Hotel/Motel/Resort, Full Service",cheer regal limited,21/08/2015 00:00
1000063098,No,WWRC Anderson Vocational Building,243 Woodrow Wilson Avenue,Fishersville,VA,22939,US,LEED-NC v2009,49,Certified,10/07/2024 00:00,Yes,"Educational: Community College, Pub",112011,Sq ft,155150,Core Learning Space: Other classroom education,Woodrow Wilson Rehabilitation Center,22/10/2015 00:00
1000063509,No,Missoni Baia,700 NE 26 Terrace,Miami,FL,33137,US,LEED-NC v2009,52,Silver,29/04/2024 00:00,Yes,"Educational: College, Public",827270,Sq ft,91384,Multi-Family Residential: Condominium,700 Edgewater Development LLC,02/11/2015 00:00
1000064718,No,Whitt Hall Renovation,801 East Main Street,Radford,VA,24142,US,LEED-NC v2009,60,Gold,07/08/2024 00:00,Yes,"Educational: College, Public",32780,Sq ft,44404,Core Learning Space: College/University,Radford University,30/11/2015 00:00
1000065115,No,HBS Production Base,Golden Eagle Culture City,Changsha,Hunan,410000,CN,LEED-NC v2009,66,Gold,11/04/2024 00:00,Yes,,1602036,Sq ft,705012.45,Other, ,09/12/2015 00:00
1000065117,No,HBS Art Museum,Golden Eagle Culture City,Changsha,Hunan,410000,CN,LEED-NC v2009,86,Platinum,11/04/2024 00:00,Yes,,129959,Sq ft,58932,Public Assembly: Museum, ,09/12/2015 00:00
1000065227,Yes,Confidential,Confidential,Confidential,OH,Confidential,US,LEED-NC v2009,55,Silver,26/12/2024 00:00,Yes,Confidential,403678,Sq ft,1053716.4,Confidential,Confidential,14/12/2015 00:00
1000065546,No,Wertheim Laboratory Building,1929 STADIUM RD,Gainesville,FL,32611,US,LEED v4 BD+C: NC,52,Silver,07/02/2024 00:00,Yes,"Educational: University, Public",85560,Sq ft,0,Core Learning Space: College/University,University of Florida,21/12/2015 00:00
1000065565,No,Clarendon West 1,3275 Washington Blvd.,Arlington,VA,22201,US,LEED-NC v2009,63,Gold,11/03/2024 00:00,Yes,Corporate: Privately Held,316965,Sq ft,0,Multi-Family Residential: Apartment,The Shooshan Company,22/12/2015 00:00
1000066926,No,Modera Rincon Hill,390 First Street,San Francisco,CA,94404,US,LEED-NC v2009,57,Silver,20/12/2024 00:00,Yes,Corporate: Privately Held,177817,Sq ft,0,Multi-Family Residential: Apartment,MCRT Investments LLC,05/02/2016 00:00
1000068525,No,Amrita Institute of Medical Science,Sector-88,Faridabad,Haryana,121002,IN,LEED-NC v2009,70,Gold,20/08/2024 00:00,Yes,Religious,393784,Sq m,0,Healthcare: Inpatient,Mata Amritanandamayi Math,14/03/2016 00:00
1000068550,Yes,Confidential,Confidential,Confidential,IL,Confidential,US,LEED-NC v2009,51,Silver,17/09/2024 00:00,Yes,Confidential,189954,Sq ft,0,Confidential,Confidential,11/03/2016 00:00
1000068666,No,Sherborn Library Addition,4 Sanger Street,Sherborn,MA,01770,US,LEED-NC v2009,44,Certified,26/08/2024 00:00,Yes,"Government Use: Local, City",7642,Sq ft,0,Public Assembly: Library,Town of Sherborn,15/03/2016 00:00
1000068761,No,IU Memorial Stadium Excellence Academy,1001 E. 17th Street,Bloomington,IN,47408,US,LEED-NC v2009,60,Gold,12/04/2024 00:00,Yes,"Educational: University, Public",116423,Sq ft,0,Public Assembly: Stadium/Arena,Indiana University,16/03/2016 00:00
1000068763,No,Four Seasons Hotel & Private Residences,151 1st Avenue,Nashville,TN,37201,US,LEED-NC v2009,63,Gold,02/08/2024 00:00,Yes,Corporate: Privately Held,658418,Sq ft,0,Other,"Second Avenue Partners, LLC",16/03/2016 00:00
1000069108,No,Buddy Holly Hall of Performing Arts,1300 Mac Davis Lane,Lubbock,TX,79401,US,LEED-NC v2009,45,Certified,08/02/2024 00:00,Yes,Community Development Corporation o,214000,Sq ft,0,Public Assembly: Entertainment,Lubbock Entertainment / Performing Arts,22/03/2016 00:00
1000069449,No,Holden Hall - Virginia Tech,445 Old Turner St,Blacksburg,VA,24061,US,LEED-NC v2009,61,Gold,08/03/2024 00:00,Yes,"Educational: University, Public",100000,Sq ft,0,Core Learning Space: College/University,Virginia Tech,28/03/2016 00:00
1000069540,No,Virginia DBVI Headquarters Renovation,"397 Azalea Ave,",Richmond,VA,23227,US,LEED-NC v2009,60,Gold,25/04/2024 00:00,Yes,Government Use: State,19529,Sq ft,0,Office: Government,Virginia DBVI,29/03/2016 00:00
1000069729,No,Aspen Melford Town Center,17530 Lake Melford Ave,Bowie,MD,20715,US,LEED-NC v2009,71,Gold,16/07/2024 00:00,Yes,Corporate: Privately Held,445024,Sq ft,0,Multi-Family Residential: Apartment,"St. John Properties, Inc.",31/03/2016 00:00
1000070502,Yes,Confidential,Confidential,Confidential,,Confidential,CN,LEED-NC v2009,61,Gold,10/06/2024 00:00,Yes,Confidential,59197.35,Sq m,0,Confidential,Confidential,05/04/2016 00:00
1000070772,No,King County LOOP Fleet Facility,SE 144th St,North Bend,WA,98045,US,LEED-NC v2009,81,Platinum,28/05/2024 00:00,Yes,"Government Use: Local, County",14560,Sq ft,0,Service: Vehicle Storage/Maintenance,King County,06/04/2016 00:00
1000070805,No,Student Services Center- LAMC,Los Angeles Mission College,Sylmar,CA,91342,US,LEED v4 BD+C: NC,65,Gold,13/03/2024 00:00,Yes,"Educational: Community College, Pub",63444,Sq ft,0,Core Learning Space: College/University,Los Angeles Community College District,06/04/2016 00:00
1000071091,No,Harrison Albany Block Building 2,99 East Dedham Street,Boston,MA,02118,US,LEED-NC v2009,60,Gold,12/01/2024 00:00,Yes,,305310,Sq ft,0,Multi-Family Residential: Apartment, ,07/04/2016 00:00
1000073115,Yes,Confidential,Confidential,Confidential,NH,Confidential,US,LEED-NC v2009,56,Silver,19/03/2024 00:00,Yes,Confidential,27604,Sq ft,0,Confidential,Confidential,10/06/2016 00:00
1000073581,Yes,Confidential,Confidential,Confidential,MO,Confidential,US,LEED-NC v2009,60,Gold,05/03/2024 00:00,Yes,Confidential,66170,Sq ft,0,Confidential,Confidential,28/06/2016 00:00
1000074052,No,Chabot College Biological Sciences Annex,25555 Hesperian Drive,Hayward,CA,94545,US,LEED-NC v2009,54,Silver,01/04/2024 00:00,Yes,"Educational: Community College, Pub",19408,Sq ft,0,Core Learning Space: College/University,Chabot-Las Positas Community College Dis,12/07/2016 00:00
1000074344,No,UVA - Gilmer Hall,485 McCormick Rd,Charlottesville,VA,22904,US,LEED v4 BD+C: NC,55,Silver,26/06/2024 00:00,Yes,"Educational: College, Public",222000,Sq ft,0,Core Learning Space: College/University,University of Virginia,19/07/2016 00:00
1000074436,No,City of Minneapolis ESS&MF,340 27th Avenue NE,Minneapolis,MN,55418,US,LEED-NC v2009,62,Gold,18/11/2024 00:00,Yes,"Government Use: Local, City",204235,Sq ft,0,Service: Vehicle Storage/Maintenance,City of Minneapolis,22/07/2016 00:00
1000074440,No,Arsenal Yards Hampton Inn & Suites,485 Arsenal St,Watertown,MA,02472,US,LEED-NC v2009,51,Silver,28/03/2024 00:00,Yes,,108975,Sq ft,0,"Lodging: Hotel/Motel/Resort, Full Service", ,22/07/2016 00:00
1000075239,No,Towson University Science Complex,8000 York Rd.,Towson,MD,21252,US,LEED-NC v2009,66,Gold,06/09/2024 00:00,Yes,"Educational: University, Public",318904,Sq ft,0,Core Learning Space: College/University,Towson University,15/08/2016 00:00
1000075504,No,Baoan Phase 3 WTE Power Plant,"LaohuKeng Environment Park, Baoan Distri",Shenzhen,Guangdong,518000,CN,LEED-NC v2009,71,Gold,04/03/2024 00:00,Yes,Corporate: Publicly Traded,116897,Sq ft,0,Office: Mixed-Use,Shenzhen Energy Environmental Co. Ltd,23/08/2016 00:00
1000075550,No,SUNY Ambulatory Care Facility,750 East Adams Street,Syracuse,NY,13210,US,LEED-NC v2009,60,Gold,13/03/2024 00:00,Yes,"Educational: University, Public",203554,Sq ft,0,Healthcare: Clinic/Other Outpatient,Upstate Medical University,23/08/2016 00:00
1000075790,No,Lewiston-Queenston Land Port of Entry,5300 Lewiston Road,Lewiston,NY,14092,US,LEED v4 BD+C: NC,52,Silver,04/04/2024 00:00,Yes,Government Use: Federal,45000,Sq ft,0,Service: Other Service,Niagara Falls Bridge Commission,25/08/2016 00:00
1000077786,No,CNU -  Torggler Fine Art Center,1 Avenue of the Arts,Newport News,VA,23606,US,LEED-NC v2009,43,Certified,15/05/2024 00:00,Yes,Government Use: State,86474,Sq ft,0,Core Learning Space: College/University,Christopher Newport University,20/09/2016 00:00
1000078124,No,C-17 Fuel Cell Hangar Project,Building C-17 Fuel Cell Hangar,Charlotte,NC,28208,US,LEED-NC v2009,56,Silver,11/01/2024 00:00,Yes,Government Use: Federal,62914,Sq ft,0,Service: Vehicle Storage/Maintenance,North Carolina Air National Guard,22/09/2016 00:00
1000078249,No,La MaMa Experimental Theater,74 East 4th Street,New York,NY,10003,US,LEED-NC v2009,52,Silver,09/01/2024 00:00,Yes,Non-Profit (that do not fit into ot,8825,Sq ft,0,Public Assembly: Entertainment,LaMaMa,23/09/2016 00:00
1000078278,No,Port of Long Beach Fireboat Station 20,xxx Pier D Street,Long Beach,CA,90801,US,LEED-NC v2009,64,Gold,02/01/2024 00:00,Yes,"Government Use: Other (utility, air",9783,Sq ft,0,Public Order and Safety: Fire/Police Station,Port of Long Beach,23/09/2016 00:00
1000078343,No,AF PN FJXT133000 DAFB Maintenance Hangar,Dover Air Force Base,Dover,DE,19902,US,LEED-NC v2009,58,Silver,19/04/2024 00:00,Yes,Government Use: Federal,82983,Sq ft,0,Other,U.S. Army Corps Of Engineers,26/09/2016 00:00
1000078390,Yes,Confidential,Confidential,Confidential,CA,Confidential,US,LEED v4 BD+C: NC,86,Platinum,15/07/2024 00:00,Yes,Confidential,843269,Sq ft,0,Confidential,Confidential,26/09/2016 00:00
1000078903,No,South County Police St & Animal Shelter,12000 Government Center Parkway,Fairfax,VA,22035,US,LEED-NC v2009,52,Silver,05/12/2024 00:00,Yes,"Government Use: Local, County",52558,Sq ft,0,Public Order and Safety: Fire/Police Station,Fairfax County,29/09/2016 00:00
1000080765,Yes,Confidential,Confidential,Confidential,TN,Confidential,US,LEED-NC v2009,41,Certified,23/04/2024 00:00,Yes,Confidential,726000,Sq ft,0,Confidential,Confidential,06/10/2016 00:00
1000080871,No,Sterling Park Safety Center,104 Commerce Street,Sterling,VA,20175,US,LEED-NC v2009,69,Gold,22/10/2024 00:00,Yes,"Government Use: Local, County",23372,Sq ft,0,Public Order and Safety: Fire/Police Station,Loudoun County Government,07/10/2016 00:00
1000081685,No,Missile Maintenance Dispatch Facility,"Malmstrom AFB, Montana",Malmstrom,MT,59402,US,LEED-NC v2009,50,Silver,11/01/2024 00:00,Yes,Government Use: Federal,41955,Sq ft,0,Public Order and Safety: Other Public Order,Air Force,10/10/2016 00:00
1000083476,No,Winthrop Center Residences,277 Devonshire Street,Boston,MA,02110,US,LEED-NC v2009,64,Gold,17/06/2024 00:00,Yes,Corporate: Privately Held,650000,Sq ft,0,Multi-Family Residential: Condominium,MCAF Winthrop LLC,12/10/2016 00:00
1000085478,No,Miami-Dade Fire Rescue Fire Station 29,351 SW 107th Avenue,Sweetwater,FL,33174,US,LEED-NC v2009,53,Silver,24/10/2024 00:00,Yes,"Government Use: Local, County",11370,Sq ft,0,Public Order and Safety: Fire/Police Station,"Miami-Dade County, Florida",17/10/2016 00:00
1000085523,No,W&M Fine & Performing Arts Center,601 Jamestown Road,Williamsburg,VA,23185,US,LEED-NC v2009,53,Silver,29/08/2024 00:00,Yes,"Educational: College, Public",160139,Sq ft,0,Core Learning Space: College/University,William & Mary,17/10/2016 00:00
1000085744,No,UCSD Marine Conservation & Tech Facility,8890 Biological Grade,La Jolla,CA,92037,US,LEED-NC v2009,68,Gold,17/06/2024 00:00,Yes,"Educational: University, Public",34851,Sq ft,0,Core Learning Space: College/University,UCSD Facilities Design & Construction,17/10/2016 00:00
1000087076,No,CCL - B1,Connecticut Avenue and Manor Road,Chevy Chase,MD,20815,US,LEED-NC v2009,52,Silver,23/01/2024 00:00,Yes,,249000,Sq ft,0,Multi-Family Residential: Apartment, ,19/10/2016 00:00
1000087533,No,Towson University Union,8000 York Road,Towson,MD,21252,US,LEED-NC v2009,62,Gold,29/03/2024 00:00,Yes,"Educational: College, Public",255650,Sq ft,0,Core Learning Space: College/University,Towson University,20/10/2016 00:00
1000087548,Yes,Confidential,Confidential,Confidential,WA,Confidential,US,LEED-NC v2009,50,Silver,23/01/2024 00:00,Yes,Confidential,87141,Sq ft,0,Confidential,Confidential,20/10/2016 00:00
1000087812,Yes,Confidential,Confidential,Confidential,NY,Confidential,US,LEED v4 BD+C: NC,51,Silver,04/10/2024 00:00,Yes,Confidential,110000,Sq ft,0,Confidential,Confidential,21/10/2016 00:00
1000088097,Yes,Confidential,Confidential,Confidential,AE,Confidential,AE,LEED-NC v2009,63,Gold,27/12/2024 00:00,Yes,Confidential,20415,Sq ft,0,Confidential,Confidential,24/10/2016 00:00
1000088354,No,H Building Allianz,Largo Ugo Irneri 1,Trieste,TS,34121,IT,LEED-NC v2009,58,Silver,29/08/2024 00:00,Yes,Corporate: Privately Held,36217,Sq m,0,Office: Mixed-Use,Allianz S.p.a,24/10/2016 00:00
1000088508,No,Camp Rilea B7116,91588 Rilea McCarter Road,Warrenton,OR,97146,US,LEED-NC v2009,40,Certified,09/01/2024 00:00,Yes,Government Use: State,33500,Sq ft,0,Other,Portland Air National Guard,24/10/2016 00:00
1000090500,No,Heliport,4604 West Ox Road,Fairfax,VA,22030,US,LEED-NC v2009,54,Silver,28/01/2024 00:00,Yes,"Government Use: Local, County",16211,Sq ft,0,Public Order and Safety: Fire/Police Station,Fairfax County,26/10/2016 00:00
1000090599,No,JHU - Applied Physics Laboratory B201,11101 Johns Hopkins Road,Laurel,MD,20723,US,LEED-NC v2009,56,Silver,29/02/2024 00:00,Yes,"Educational: University, Private",263000,Sq ft,0,Laboratory,Johns Hopkins University,26/10/2016 00:00
1000092493,Yes,Confidential,Confidential,Confidential,VA,Confidential,US,LEED-NC v2009,63,Gold,29/08/2024 00:00,Yes,Confidential,0,Sq ft,0,Confidential,Confidential,28/10/2016 00:00
1000092882,No,Orlando Wetlands Park Operations Center,12155 Wheeler Road,Christmas,FL,32709,US,LEED-NC v2009,64,Gold,22/08/2024 00:00,Yes,"Government Use: Local, City",6713,Sq ft,0,Other,City of Orlando,28/10/2016 00:00
1000093087,No,Engine 37 Expansion,101 West Highland Ave,Philadelphia,PA,19118,US,LEED v4 BD+C: NC,60,Gold,07/11/2024 00:00,Yes,"Government Use: Local, City",10828,Sq ft,0,Public Order and Safety: Fire/Police Station,"City of Philadelphia, Pennsylvania",28/10/2016 00:00
1000093749,No,WRHC Building F Renovation,1200 West Algonquin Road,Palatine,IL,60067,US,LEED-NC v2009,48,Certified,23/10/2024 00:00,Yes,"Educational: College, Public",107080,Sq ft,0,Core Learning Space: College/University,William Rainey Harper College,29/10/2016 00:00
1000094413,No,URBA,624 N Glebe Road,Arlington,VA,22203,US,LEED-NC v2009,51,Silver,03/05/2024 00:00,Yes,,383925,Sq ft,0,Multi-Family Residential: Apartment, ,31/10/2016 00:00
1000095778,No,Newburyport Crossing - One Boston Way,1 Boston Way,Newburyport,MA,01950,US,LEED-NC v2009,52,Silver,14/02/2024 00:00,Yes,Corporate: Privately Held,86862,Sq ft,0,Multi-Family Residential: Apartment,One Boston Way LLC,31/10/2016 00:00
1000096139,No,Delta Electronics India Pvt. Ltd.,"Plot No 69B/69C/69D, Survey No 56 and 57",Bangalore,Karnataka,562158,IN,LEED v4 BD+C: NC,73,Gold,04/09/2024 00:00,Yes,Corporate: Privately Held,438264,Sq ft,0,Office: Other Office,Delta Electronics India Pvt. Ltd,12/11/2016 00:00
1000098959,No,Istanbul Museum of Modern Art,Meclis i Mebusan Caddesi Liman Isletmele,Istanbul,Istanbul,34433,TR,LEED v4 BD+C: NC,65,Gold,24/07/2024 00:00,Yes,Corporate: Publicly Traded,166623,Sq ft,0,Public Assembly: Social/Meeting,Istanbul Modern Sanat Vakfi,23/03/2017 00:00
1000099321,No,Oyak Dragos - A Block,"Tugay Yolu No:10 Cevizli, Maltepe 34846",Istanbul,Istanbul,34846,TR,LEED v4 BD+C: NC,62,Gold,13/03/2024 00:00,Yes,,33500,Sq m,0,Multi-Family Residential: Apartment, ,13/04/2017 00:00
1000099323,No,Oyak Dragos - B Block,"Tugay Yolu No:10 Cevizli, Maltepe 34846",Istanbul,Istanbul,34846,TR,LEED v4 BD+C: NC,62,Gold,24/06/2024 00:00,Yes,,26670,Sq m,0,Multi-Family Residential: Apartment, ,13/04/2017 00:00
1000099449,No,Sylvia H. Rambo United States Courthouse,6th St & Reily St,Harrisburg,PA,17102,US,LEED v4 BD+C: NC,63,Gold,22/01/2024 00:00,Yes,Government Use: Federal,242846,Sq ft,0,Office: Government,U.S. General Services Administration,27/04/2017 00:00
1000099502,No,AnantaraMinaAlArabRAKResort-MainB&RiyadB,Plot No. 601015015,Ras Al Khaimah,AE,00000,AE,LEED-NC v2009,62,Gold,04/07/2024 00:00,Yes,Corporate: Publicly Traded,25495.95,Sq m,0,"Lodging: Hotel/Motel/Resort, Full Service",RAK Properties,28/04/2017 00:00
1000099506,No,JMU - Dukes Dining,261 East Grace Street,Harrisonburg,VA,22807,US,LEED v4 BD+C: NC,44,Certified,10/07/2024 00:00,Yes,"Educational: College, Public",37152,Sq ft,0,Retail: Restaurant/Cafeteria,James Madison University,01/05/2017 00:00
1000099539,Yes,Confidential,Confidential,Confidential,Hainan,Confidential,CN,LEED v4 BD+C: NC,60,Gold,29/09/2024 00:00,Yes,Confidential,3107684,Sq ft,0,Confidential,Confidential,04/05/2017 00:00
1000099638,Yes,Confidential,Confidential,Confidential,VA,Confidential,US,LEED v4 BD+C: NC,51,Silver,26/08/2024 00:00,Yes,Confidential,254000,Sq ft,0,Confidential,Confidential,11/05/2017 00:00
1000099673,No,Pittsburgh Yards,352 University Avenue,Atlanta,GA,30310,US,LEED v4 BD+C: NC,44,Certified,12/12/2024 00:00,Yes,Business Improvement District,60980,Sq ft,0,Office: Other Office,The Annie E. Casey Foundation,11/05/2017 00:00
1000100234,No,FS6 & FTC - Building 1 & 2,1401 West Winton Avenue,Hayward,CA,94545,US,LEED v4 BD+C: NC,56,Silver,14/03/2024 00:00,Yes,"Government Use: Local, City",30000,Sq ft,0,Public Order and Safety: Fire/Police Station,City of Hayward,19/06/2017 00:00
1000100546,No,WAG - Inuit Art Centre Addition,300 Memorial Blvd.,Winnipeg,MB,R3C 1V1,CA,LEED v4 BD+C: NC,46,Certified,09/01/2024 00:00,Yes,Non-Profit (that do not fit into other c,3367,Sq m,0,Public Assembly: Other Assembly,Winnipeg Art Gallery,05/07/2017 00:00
1000100613,No,University of Calgary MacKimmie Complex,434 University Court NW,Calgary,AB,T2N 1N4,CA,LEED v4 BD+C: NC,84,Platinum,10/05/2024 00:00,Yes,"Educational: University, Public",33568,Sq m,0,Office: Administrative/Professional,University of Calgary,11/07/2017 00:00
1000101896,No,Ko'ula,"1,000 Auahi Street",Honolulu,HI,96814,US,LEED v4 BD+C: NC,64,Gold,11/11/2024 00:00,Yes,Corporate: Privately Held,720880,Sq ft,0,Multi-Family Residential: Condominium,Howard Hughes Corporation,07/09/2017 00:00
1000103118,No,U.S. DOT Volpe Exchange Project,220 Binney Street,Cambridge,MA,02142,US,LEED v4 BD+C: NC,80,Platinum,20/08/2024 00:00,Yes,"Government Use: Local, Public Housi",566003,Sq ft,0,Office: Government,U.S. General Services Administration,20/10/2017 00:00
1000103264,No,SEA International Arrivals Facility,17801 International Blvd,Seattle,WA,98158,US,LEED v4 BD+C: NC,51,Silver,12/07/2024 00:00,Yes,,340000,Sq ft,0,Other, ,24/10/2017 00:00
1000103365,Yes,Confidential,Confidential,Confidential,MI,Confidential,IT,LEED v4 BD+C: NC,64,Gold,05/11/2024 00:00,Yes,Confidential,9049,Sq m,0,Confidential,Confidential,31/10/2017 00:00
1000103869,No,UCLA Southwest Campus Apartments,900 Weyburn Place,Los Angeles,CA,90024,US,LEED v4 BD+C: NC,62,Gold,10/05/2024 00:00,Yes,"Educational: University, Public",584965,Sq ft,0,Lodging: Dormitory,UCLA Capital Programs,21/11/2017 00:00
1000103925,No,Ovation Apartments,1101 8th Ave,Seattle,WA,98101,US,LEED v4 BD+C: NC,53,Silver,14/02/2024 00:00,Yes,"Investor: REIT, Publicly traded",542115,Sq ft,0,Multi-Family Residential: Apartment,North Block Spring Street DevelopmentLLC,22/11/2017 00:00
1000104109,No,UCDH Eye Center Addition,4860 Y Street,Sacramento,CA,95817,US,LEED v4 BD+C: NC,61,Gold,26/01/2024 00:00,Yes,Government Use: State,64605,Sq ft,0,Healthcare: Clinic/Other Outpatient,UC Davis Health,05/12/2017 00:00
1000104125,No,Bramalea GO Station,1713 Steeles Avenue East,Brampton,ON,L6T 4L7,CA,LEED v4 BD+C: NC,61,Gold,08/04/2024 00:00,Yes,Government Use: State,1500,Sq m,0,Transit: Station/Elevated,Metrolinx,04/12/2017 00:00
1000104142,No,UVA - Bond House,Brandon Ave,Charlottesville,VA,22903,US,LEED v4 BD+C: NC,52,Silver,31/12/2024 00:00,Yes,"Educational: University, Public",200000,Sq ft,0,Lodging: Dormitory,University of Virginia,05/12/2017 00:00
1000104206,No,CSU Chico Science Building,31 Ivy Street,Chico,CA,95929,US,LEED v4 BD+C: NC,56,Silver,20/08/2024 00:00,Yes,"Educational: College, Public",110000,Sq ft,0,Core Learning Space: College/University,California State University-Chico,11/12/2017 00:00
1000105074,No,Makers Rise,2311 Dulles Station Blvd,Herndon,VA,20171,US,LEED v4 BD+C: NC,43,Certified,09/01/2024 00:00,Yes,Corporate: Privately Held,399021,Sq ft,0,Multi-Family Residential: Apartment,Crimson Partners,22/01/2018 00:00
1000105198,No,Yards - Parcel I,1 1/2 Street SE,Washington,DC,20003,US,LEED v4 BD+C: NC,52,Silver,30/10/2024 00:00,Yes,"Investor: REIT, Publicly traded",400025,Sq ft,0,Multi-Family Residential: Apartment,Forest City Realty Trust,26/01/2018 00:00
1000105226,No,ARMY PN86877 AFH090 Family Towers,USAGH - AFH090 Hamjeong-ri,Pyeongtaek-si,Kyonggi-do,17979,KR,LEED v4 BD+C: NC,62,Gold,12/09/2024 00:00,Yes,,56298,Sq m,0,Multi-Family Residential: Apartment, ,25/01/2018 00:00
